# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_ncp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_ncp.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-9.85704,0.988192,0.314544,3,7,0,13.9709,10.7527,4.33479,2.43692,-0.69954,-1.05429,1.21864,0.615893,-0.0285508,-1.03908,-2.10073,21.3162,7.72032,6.18256,16.0352,13.4225,10.6289,6.24849,1.64646
-7.61163,0.997681,0.314544,4,15,0,15.1026,9.1598,3.59016,-1.11397,0.597373,1.08066,-0.269539,0.757198,0.728058,2.37908,0.802785,5.16047,11.3045,13.0395,8.19211,11.8783,11.7736,17.7011,12.0419
-6.34991,1,0.314544,3,7,0,10.6261,6.07137,2.53778,-1.07385,0.139741,0.362592,-1.03668,0.639886,0.74646,2.212,-0.823417,3.34618,6.426,6.99155,3.4405,7.69526,7.96572,11.6849,3.98172
-4.13702,0.975558,0.314544,4,15,0,10.5393,10.2868,9.67677,1.42039,-0.274444,-1.96383,0.11563,-1.28707,-0.885074,-0.350698,-0.431937,24.0316,7.63107,-8.7167,11.4057,-2.16787,1.72215,6.89318,6.10704
-6.06196,0.178775,0.314544,3,7,0,11.6805,8.396,1.89078,1.1601,-0.581935,-2.30093,-0.224376,-0.0127544,-1.07275,-0.605977,0.0826332,10.5895,7.29569,4.04546,7.97175,8.37188,6.36767,7.25023,8.55224
-7.88108,0.958126,0.314544,4,15,0,13.7253,-1.65106,8.84729,2.8975,0.357898,-1.26168,-0.275251,-0.0383171,0.934653,-0.337836,0.400111,23.984,1.51537,-12.8135,-4.08629,-1.99006,6.61808,-4.63999,1.88884
-4.16188,1,0.314544,3,7,0,10.8306,3.79672,6.70188,0.0251767,-0.315108,0.9008,1.30763,0.0786298,0.775419,1.67225,-0.272261,3.96545,1.6849,9.83378,12.5603,4.32369,8.99349,15.0039,1.97205
-4.29063,0.99143,0.314544,4,15,0,8.02166,2.1499,4.70801,1.17771,1.489,-0.842979,-0.898585,-0.164944,-0.829351,0.0487828,0.221416,7.69456,9.16011,-1.81885,-2.08065,1.37334,-1.75469,2.37957,3.19233
-6.45375,0.976829,0.314544,4,15,0,11.2541,18.0499,7.07465,-0.500501,-1.98375,0.0118327,0.142702,-1.17964,-0.606312,-0.063679,-0.194719,14.5091,4.0156,18.1336,19.0595,9.70442,13.7605,17.5994,16.6724
-5.25536,0.704299,0.314544,3,7,0,12.4073,11.0317,10.0506,1.39995,1.27927,-1.20784,-0.89348,-1.15796,-1.25189,0.210736,-0.672871,25.1021,23.8892,-1.10779,2.05169,-0.60648,-1.55058,13.1497,4.26895
-4.45397,0.981745,0.314544,4,15,0,9.30302,6.26307,10.5529,0.851337,-1.45691,-0.729561,0.414684,0.271668,-0.423322,0.567056,1.40604,15.2471,-9.11154,-1.43591,10.6392,9.12995,1.79581,12.2471,21.1009
-6.78312,0.900658,0.314544,4,15,0,9.14532,2.78117,6.83542,0.880491,2.70131,0.443275,-0.0623969,-0.573966,0.531837,1.08874,-0.991934,8.7997,21.2457,5.81114,2.35466,-1.14213,6.4165,10.2232,-3.99912
-4.64433,0.984697,0.314544,3,7,0,8.61508,2.61249,3.0123,0.281871,2.05791,-0.0506952,-0.70017,0.0651893,-0.0856598,1.14903,-0.200579,3.46157,8.81154,2.45979,0.503376,2.80886,2.35446,6.07372,2.00829
-3.76663,0.986476,0.314544,4,15,0,8.03154,6.25697,4.20645,0.947516,-1.21312,0.652557,0.977757,-0.713404,-0.62398,0.172524,0.990354,10.2426,1.15405,9.00191,10.3699,3.25607,3.63223,6.98268,10.4228
-3.74511,0.996473,0.314544,4,15,0,6.12451,5.94802,4.53206,-0.291161,0.921662,0.0848748,1.03795,-1.59309,0.150181,0.0246438,-0.597282,4.62846,10.1251,6.33268,10.6521,-1.27195,6.62865,6.05971,3.2411
-7.83554,0.948274,0.314544,3,7,0,10.5133,10.1347,4.84062,0.426051,-1.38535,-2.11447,-0.213667,0.833868,0.658068,0.027333,-1.79054,12.1971,3.42882,-0.100573,9.10046,14.1712,13.3202,10.2671,1.46744
-5.77988,0.98814,0.314544,3,7,0,10.7945,8.60376,3.91384,0.327014,-0.871072,-1.20298,0.305777,0.432046,1.33847,-1.1191,-0.922653,9.88364,5.19452,3.8955,9.80052,10.2947,13.8423,4.22378,4.99264
-5.13206,0.944365,0.314544,4,15,0,12.5741,6.16675,9.34454,-0.00437915,0.873072,0.908275,-0.563572,-0.518801,-1.50025,1.70135,0.908871,6.12583,14.3252,14.6542,0.900429,1.31879,-7.85243,22.0651,14.6597
-3.0863,1,0.314544,3,7,0,7.46598,4.72222,2.98092,0.254291,-0.419433,-1.22256,0.854344,0.513084,-0.336511,0.326386,-0.258427,5.48024,3.47192,1.07788,7.26895,6.25168,3.71911,5.69515,3.95187
-3.71925,0.961067,0.314544,4,15,0,10.3953,7.92848,1.21427,-0.0299968,0.116979,1.1991,-0.839576,-0.0899513,0.317112,0.0289137,0.227593,7.89205,8.07052,9.38451,6.90901,7.81925,8.31354,7.96359,8.20484
-4.45281,0.992536,0.314544,4,15,0,5.58274,11.3168,1.71714,-0.410208,0.133379,0.753389,-1.22592,-0.333958,0.108851,0.361674,0.831938,10.6124,11.5458,12.6104,9.21167,10.7433,11.5037,11.9378,12.7453
-3.98931,0.97812,0.314544,4,15,0,6.28588,5.82997,2.73968,0.0441216,0.856947,1.43401,-1.10813,-0.0833096,-0.223636,-0.218174,0.156237,5.95085,8.17773,9.75869,2.79406,5.60173,5.21728,5.23225,6.25801
-6.02652,0.963568,0.314544,4,15,0,9.65813,3.26484,5.34739,-0.423805,1.15164,-0.20024,0.558347,-2.08803,1.08668,0.637836,1.08871,0.99859,9.42311,2.19408,6.25054,-7.90065,9.07574,6.6756,9.08658
-7.65927,0.967788,0.314544,4,15,0,14.1171,4.48369,7.87492,2.38281,0.0756143,-1.17002,0.0526971,1.55614,-1.56735,1.0901,0.116654,23.2482,5.07915,-4.73015,4.89868,16.7382,-7.85905,13.0681,5.40233
-7.27995,0.992008,0.314544,4,15,0,12.0335,8.19992,6.5454,-0.156069,-1.37352,0.623529,-0.0923331,-2.34952,1.25244,1.1867,0.0896509,7.17839,-0.790318,12.2812,7.59557,-7.17863,16.3976,15.9674,8.78672
-5.59581,1,0.314544,4,15,0,9.74774,4.7049,4.82548,0.905251,1.1921,-0.308831,-0.195943,1.7072,-1.13308,-0.380592,0.557471,9.07316,10.4574,3.21464,3.75938,12.9429,-0.762767,2.86836,7.39496
-6.06455,0.970995,0.314544,4,15,0,10.7151,9.9752,7.88582,-0.0717884,-1.31227,0.961273,-0.0614451,-2.06353,0.762317,0.621345,-0.332683,9.40909,-0.373138,17.5556,9.49066,-6.29739,15.9867,14.875,7.35173
-5.64395,1,0.314544,4,15,0,9.25359,10.3775,1.73582,0.354327,-0.346462,0.874146,0.327834,-0.770413,1.90166,0.787125,0.159792,10.9925,9.7761,11.8949,10.9466,9.0402,13.6784,11.7438,10.6549
-11.0814,0.938651,0.314544,3,7,0,13.1033,17.6823,1.00267,2.05258,0.234593,0.88091,0.230523,-0.170088,1.53864,0.586662,-0.159247,19.7404,17.9176,18.5656,17.9135,17.5118,19.2251,18.2706,17.5227
-2.39884,0.999671,0.314544,3,7,0,13.1077,12.426,7.80906,0.564095,-0.0890412,0.400414,-0.0822681,-0.417433,-0.546211,0.87468,0.77937,16.831,11.7307,15.5528,11.7835,9.16623,8.16059,19.2564,18.5121
-7.38702,0.887313,0.314544,4,15,0,12.8482,4.46248,5.6947,-0.212534,-1.17221,-1.01764,2.01447,-0.372833,-1.47744,1.58735,1.07396,3.25216,-2.2129,-1.33266,15.9343,2.33931,-3.95107,13.502,10.5783
-8.37419,0.964546,0.314544,3,7,0,10.7267,6.1104,6.20991,-0.32305,-0.693726,-1.38992,2.12796,-0.902257,-1.64614,1.97408,0.690647,4.1043,1.80243,-2.5209,19.3248,0.507473,-4.11195,18.3693,10.3993
-5.38414,1,0.314544,3,7,0,12.8849,3.30992,2.90648,-0.0843029,-0.752903,-0.216022,-1.56185,-0.776132,0.853264,1.47418,-0.684152,3.0649,1.12162,2.68206,-1.22956,1.05411,5.78992,7.5946,1.32145
-5.12401,0.999937,0.314544,4,15,0,8.59867,9.35953,3.89836,-0.546151,0.647627,0.791365,1.3406,-0.14976,1.20356,-0.00384193,-0.560357,7.23043,11.8842,12.4446,14.5857,8.77571,14.0514,9.34455,7.17505
-8.08565,0.926302,0.314544,4,15,0,11.9808,13.229,0.315017,0.686038,0.653857,0.530981,-0.760892,-1.40005,-0.633113,0.216245,-1.26189,13.4452,13.435,13.3963,12.9893,12.788,13.0296,13.2972,12.8315
-4.87577,0.9706,0.314544,4,15,0,15.1502,0.767532,1.74024,0.217955,-0.698029,-0.886267,0.609418,0.495376,0.058385,0.457386,1.20018,1.14682,-0.447205,-0.774783,1.82806,1.6296,0.869136,1.56349,2.85613
-6.08923,0.832786,0.314544,3,7,0,11.1645,3.36014,5.56081,0.601741,0.703876,-0.762992,0.739699,-0.845286,-0.0101604,0.713548,2.89017,6.7063,7.27426,-0.882718,7.47347,-1.34034,3.30364,7.32804,19.4318
-3.06713,0.996366,0.314544,3,7,0,8.71594,4.38802,9.14182,0.851261,0.00296665,0.369176,-0.29382,-0.883996,-1.48902,1.34172,0.710087,12.1701,4.41514,7.76297,1.70197,-3.69331,-9.22432,16.6538,10.8795
-6.98406,0.929255,0.314544,3,7,0,9.00105,6.86737,2.43617,0.258979,0.107259,-1.22738,0.34884,0.117945,-2.80226,0.742266,1.1213,7.49828,7.12867,3.87726,7.7172,7.1547,0.0406005,8.67565,9.59905
-3.99281,1,0.314544,4,15,0,9.74141,7.19459,6.20285,0.562258,-0.451935,-2.21949,0.185603,0.0556393,-1.03696,1.06866,0.379223,10.6822,4.3913,-6.57256,8.34586,7.53971,0.762464,13.8233,9.54685
-3.51769,0.988893,0.314544,4,15,0,8.718,4.63714,6.50011,0.581571,0.0535118,-1.93918,0.483512,-0.00353033,-1.16054,1.10597,0.236732,8.41742,4.98498,-7.96772,7.78002,4.61419,-2.90649,11.8261,6.17593
-5.43256,0.951766,0.314544,3,7,0,8.86235,4.12025,7.84605,0.163511,-0.135103,-2.33285,1.08146,-0.104747,-1.21591,1.22483,0.334,5.40316,3.06022,-14.1834,12.6055,3.29839,-5.41984,13.7303,6.74083
-5.50477,0.84017,0.314544,4,15,0,13.6113,6.14116,9.77001,-1.11598,-0.725801,-1.03681,0.791334,-0.245295,-1.36037,0.463788,0.942097,-4.762,-0.94993,-3.9885,13.8725,3.74462,-7.14971,10.6724,15.3455
-8.63074,0.736721,0.314544,3,7,0,12.9116,5.15205,1.85393,-1.87641,-1.55985,-1.497,1.01932,0.617801,-1.03618,1.0794,0.9102,1.67332,2.26019,2.37671,7.04181,6.29742,3.23105,7.1532,6.83951
-10.8127,0.952023,0.314544,4,15,0,18.4079,2.42338,0.0885008,-1.21677,1.77897,-1.08407,-0.118464,-1.66037,-0.608731,0.304539,-1.13883,2.31569,2.58082,2.32744,2.41289,2.27643,2.3695,2.45033,2.32259
-11.7473,0.991067,0.314544,4,15,0,17.4786,12.1182,0.0246802,-1.78244,0.148826,-0.301566,-1.80169,1.34934,0.198167,-0.221969,-0.520373,12.0742,12.1219,12.1108,12.0738,12.1515,12.1231,12.1128,12.1054
-7.52459,0.668921,0.314544,4,15,0,15.0888,9.23326,0.102385,0.676565,-1.11948,0.0176568,-0.841111,0.450654,-0.704043,-0.966019,0.857583,9.30253,9.11864,9.23507,9.14715,9.2794,9.16118,9.13436,9.32107
-10.0036,0.852966,0.314544,4,15,0,12.5561,7.21713,0.0530349,-0.282645,-0.748979,-1.08881,0.183985,0.559085,0.701474,-2.22745,-1.10899,7.20214,7.17741,7.15939,7.22689,7.24678,7.25433,7.099,7.15832
-7.01854,0.999178,0.314544,4,15,0,11.707,3.04716,0.0553558,-0.489468,-0.294332,0.948889,0.237534,0.175699,-0.328449,-0.833279,0.11083,3.02007,3.03087,3.09969,3.06031,3.05689,3.02898,3.00103,3.0533
-5.77491,0.716161,0.314544,4,15,0,12.5115,11.1621,1.88039,-0.588301,1.34142,-1.59029,0.0881632,-0.346074,-0.804366,0.221033,0.966054,10.0558,13.6845,8.17172,11.3279,10.5113,9.64956,11.5777,12.9786
-5.46344,0.942732,0.314544,4,15,0,12.831,-2.88359,12.0929,0.604029,1.55124,-0.364506,0.792704,0.923024,0.48082,0.0152059,0.906081,4.42085,15.8754,-7.29151,6.70247,8.27842,2.9309,-2.69971,8.07352
-4.87455,1,0.314544,3,7,0,8.21573,3.3044,2.3871,0.750335,1.72853,0.208418,0.528223,1.06306,-0.415194,0.312459,0.870624,5.09552,7.43057,3.80191,4.56532,5.84202,2.31329,4.05027,5.38266
-4.35424,0.925806,0.314544,3,7,0,7.71003,-0.293814,22.1769,1.01952,-0.381742,0.0873035,0.199855,-0.728637,0.319334,1.23768,-0.153868,22.316,-8.75967,1.64231,4.13835,-16.4527,6.78803,27.1542,-3.70612
-5.87423,0.995819,0.314544,4,15,0,8.31803,6.03974,1.81645,2.41418,-0.446565,0.0925845,0.319691,-0.0273494,0.686063,1.39,-0.474167,10.425,5.22858,6.20792,6.62045,5.99006,7.28594,8.5646,5.17844
-5.80213,0.990958,0.314544,4,15,0,11.1123,4.02139,0.838424,-1.62281,0.87071,-0.230509,-0.138719,-0.626105,-0.914816,-0.518999,0.592751,2.66079,4.75142,3.82813,3.90509,3.49645,3.25439,3.58625,4.51837
-6.22468,0.981421,0.314544,3,7,0,9.12402,8.23937,1.29654,-1.30625,1.84984,0.124154,-0.978587,0.142908,-0.236564,-0.581863,0.702035,6.54576,10.6378,8.40034,6.97059,8.42466,7.93265,7.48496,9.14959
-13.5252,0.888707,0.314544,3,7,0,16.9412,14.8163,1.87825,-3.28173,1.52651,-1.09236,0.177302,0.611936,0.605244,-0.973292,0.467102,8.65233,17.6834,12.7645,15.1493,15.9656,15.9531,12.9882,15.6936
-7.95507,0.99866,0.314544,3,7,0,17.1513,5.71162,1.14817,-2.14555,1.57868,-1.31033,-0.312487,0.250263,1.14095,0.418682,-0.0935468,3.24818,7.52422,4.20714,5.35284,5.99897,7.02163,6.19234,5.60422
-13.5178,0.903807,0.314544,4,15,0,22.215,17.5782,6.38295,-1.42866,-1.16512,0.813874,-3.15481,-0.872488,-1.69272,0.245726,-1.33104,8.45915,10.1413,22.7732,-2.55878,12.0092,6.77371,19.1467,9.08229
-16.8627,0.771321,0.314544,3,7,0,21.2065,24.1421,6.05837,-2.20907,-1.02335,0.131643,-2.5851,-1.44231,-2.10259,0.697168,-0.609615,10.7588,17.9422,24.9396,8.48063,15.4041,11.4038,28.3658,20.4488
-6.64954,1,0.314544,3,7,0,19.8356,18.6582,6.65153,0.400814,-0.368573,0.177149,-1.45764,-1.03381,-0.594321,-0.781634,-1.2892,21.3242,16.2066,19.8365,8.96264,11.7817,14.705,13.4591,10.083
-6.08602,0.997745,0.314544,3,7,0,9.75499,12.1402,7.99244,-0.995826,-0.244253,-0.646673,-0.813526,-1.45048,-1.23968,-1.35181,-0.633209,4.18112,10.188,6.9717,5.63814,0.547325,2.23214,1.33591,7.07932
-3.31546,0.999389,0.314544,3,7,0,8.98834,9.45131,6.70348,0.143746,-0.288485,-0.356491,-0.256137,-1.16108,-1.67096,-0.696436,-0.359225,10.4149,7.51745,7.06158,7.7343,1.66803,-1.74995,4.78276,7.04325
-4.81484,0.8835,0.314544,4,15,0,9.64146,3.85772,2.2723,0.185826,0.696501,0.3874,0.519226,0.85761,1.70388,1.03595,0.0939835,4.27997,5.44038,4.73801,5.03755,5.80647,7.72944,6.2117,4.07128
-3.72818,0.992667,0.314544,4,15,0,8.89429,4.1321,5.43321,0.180145,-0.214473,-1.89768,0.68371,-0.817805,0.170004,0.436142,-0.762788,5.11086,2.96683,-6.17839,7.84683,-0.311207,5.05577,6.50175,-0.0122876
-4.45861,0.987362,0.314544,3,7,0,6.69023,6.52781,7.7845,0.907997,-0.411859,-2.22433,0.428711,-0.522906,0.87954,1.07591,0.600895,13.5961,3.32169,-10.7875,9.86511,2.45725,13.3746,14.9033,11.2055
-1.83049,0.998025,0.314544,4,15,0,6.37702,4.63227,8.49802,0.847581,-0.316328,-0.209967,1.0786,0.224186,-0.310563,0.412745,-0.437372,11.835,1.94412,2.84797,13.7982,6.53741,1.99311,8.13979,0.915482
-6.55541,0.794984,0.314544,4,15,0,7.46438,8.79422,1.09678,0.142848,1.22083,-0.205877,-1.93651,-1.2773,0.0210593,0.856974,0.755818,8.95089,10.1332,8.56842,6.6703,7.39331,8.81732,9.73413,9.62318
-1.95991,0.97749,0.314544,3,7,0,8.83598,6.85957,10.458,0.401132,-0.68066,0.783408,0.533107,-0.155472,-0.256653,0.466769,-0.383753,11.0546,-0.258777,15.0525,12.4348,5.23364,4.1755,11.741,2.84628
-4.97013,0.935337,0.314544,3,7,0,6.88461,11.4423,6.22998,1.68927,-0.0484962,0.549156,0.296432,-1.61856,-1.70395,0.315359,0.772175,21.9664,11.1402,14.8636,13.2891,1.35874,0.82672,13.407,16.253
-6.37204,0.960247,0.314544,4,15,0,11.3255,-3.63712,6.22157,-0.216245,1.61307,-0.3358,0.200604,0.841661,1.02962,1.92578,0.243423,-4.9825,6.39875,-5.72632,-2.38904,1.59934,2.76872,8.34429,-2.12264
-10.1179,0.949668,0.314544,4,15,0,17.0747,4.64595,3.17059,3.05715,-1.21128,-1.77282,1.40348,-1.3642,-0.341962,0.917112,0.871626,14.3389,0.805499,-0.974928,9.0958,0.320635,3.56174,7.55374,7.40952
-3.87431,0.999292,0.314544,3,7,0,12.0697,2.51199,19.8621,0.227533,0.711859,0.13087,-0.420818,0.556509,-0.090912,0.735399,-0.633262,7.03126,16.651,5.11133,-5.84632,13.5654,0.70629,17.1185,-10.0659
-2.55103,1,0.314544,3,7,0,5.12243,-0.00328018,7.79049,0.84652,0.572277,0.349599,-0.307205,0.320157,0.134623,0.615233,-0.766044,6.59153,4.45504,2.72026,-2.39656,2.4909,1.0455,4.78968,-5.97114
-2.7597,0.983051,0.314544,3,7,0,5.06105,0.210338,10.7534,0.97452,0.127426,-0.202515,1.29658,-0.101492,-0.0898304,1.02369,1.50415,10.6897,1.5806,-1.96738,14.153,-0.881042,-0.755645,11.2184,16.385
-2.30314,0.944638,0.314544,3,7,0,6.44065,2.37097,7.53075,1.35109,0.106707,-0.392746,-0.836182,-0.0766007,-0.284727,0.227942,0.675354,12.5457,3.17456,-0.586701,-3.92611,1.79411,0.226761,4.08754,7.45689
-5.12451,0.91408,0.314544,3,7,0,6.99395,4.24,4.10579,2.03568,0.0123763,-0.723957,-1.29359,-0.539656,-0.139426,0.287957,1.51151,12.5981,4.29082,1.26759,-1.07121,2.02429,3.66755,5.4223,10.446
-4.7778,0.96659,0.314544,4,15,0,10.7006,4.89937,4.68322,0.337633,0.0202456,1.40691,1.16359,0.737896,-1.42833,0.865224,-0.131895,6.48058,4.99418,11.4882,10.3487,8.3551,-1.78983,8.9514,4.28167
-5.37926,0.977503,0.314544,4,15,0,8.84322,8.52879,2.02776,2.01424,-0.118809,-0.292222,0.78921,1.27733,-0.171696,0.368919,0.405768,12.6132,8.28787,7.93623,10.1291,11.1189,8.18063,9.27687,9.35159
-6.2424,0.995924,0.314544,4,15,0,9.46766,10.5396,4.53043,0.875005,-0.952707,-0.538223,1.26923,1.30425,-1.45163,-0.211565,0.13139,14.5038,6.22344,8.10123,16.2898,16.4484,3.96311,9.58113,11.1349
-3.87792,0.994862,0.314544,4,15,0,8.51339,9.17512,3.52986,1.87378,-0.0809511,0.687217,0.559876,0.16827,-0.275897,-0.435297,-0.00120575,15.7893,8.88938,11.6009,11.1514,9.76909,8.20125,7.63859,9.17087
-2.69273,0.980366,0.314544,4,15,0,7.70448,8.61261,11.0556,0.209611,-0.217684,-0.654866,0.559942,-0.91731,-0.870245,-0.431528,1.04104,10.93,6.20599,1.3727,14.8031,-1.52877,-1.00844,3.84182,20.1219
-2.69785,0.938113,0.314544,3,7,0,6.15426,8.97545,7.26393,0.15668,0.194361,-0.376613,0.576904,-1.1122,-1.21374,-0.173239,1.0626,10.1136,10.3873,6.23976,13.166,0.896495,0.158935,7.71705,16.6941
-5.76132,0.875714,0.314544,3,7,0,9.24489,16.5238,3.75569,1.11601,-1.30811,0.12418,-0.233854,-0.463175,0.149665,-0.0395088,0.196528,20.7152,11.6109,16.9902,15.6455,14.7842,17.0859,16.3754,17.2619
-7.43745,1,0.314544,4,15,0,10.847,1.04236,0.443198,-0.399471,1.06873,0.309922,-0.486081,0.145668,0.268848,1.95419,-0.756436,0.86532,1.51602,1.17972,0.826934,1.10692,1.16152,1.90846,0.707113
-4.95921,0.98175,0.314544,4,15,0,14.1831,11.3248,1.62827,0.794519,-0.418084,-0.476164,0.287313,-0.653287,-0.416968,-1.51302,0.595834,12.6185,10.6441,10.5495,11.7927,10.2611,10.6459,8.86123,12.295
-5.28572,0.985041,0.314544,3,7,0,8.38387,13.2101,9.83917,-0.402306,-0.542224,-1.16167,-0.22217,-0.663322,0.458379,-1.17078,-0.752528,9.25171,7.87503,1.78016,11.0241,6.68352,17.7201,1.69051,5.80581
-6.74889,0.916329,0.314544,3,7,0,11.8604,10.9638,1.41063,0.517263,-1.36199,-1.74863,-0.647953,-0.147657,0.954137,1.16567,0.461614,11.6934,9.04249,8.49709,10.0497,10.7555,12.3097,12.6081,11.6149
-3.84253,0.971012,0.314544,4,15,0,12.9459,8.14037,1.8394,0.705331,-0.811991,-0.938926,-0.643879,0.749858,0.288647,-0.383261,-0.116396,9.43775,6.64679,6.4133,6.95601,9.51966,8.6713,7.43539,7.92627
-10.1971,0.919529,0.314544,3,7,0,12.1794,12.1884,3.39195,1.28998,-0.74654,-0.417641,-0.876858,2.61512,0.907162,0.874143,0.606005,16.5639,9.65612,10.7717,9.21409,21.0587,15.2654,15.1534,14.2439
-5.29061,1,0.314544,3,7,0,13.2542,2.9436,0.660421,0.499312,0.759456,1.09714,-0.765031,0.123397,0.872572,0.538851,-0.174376,3.27335,3.44516,3.66817,2.43835,3.02509,3.51986,3.29947,2.82844
-4.89512,0.954277,0.314544,4,15,0,11.9266,14.9232,12.1112,0.407995,-0.599779,-1.24029,0.332021,-0.483017,0.262623,0.0714852,1.3663,19.8645,7.65916,-0.0982283,18.9444,9.07328,18.1039,15.789,31.4707
-6.25308,0.902111,0.314544,3,7,0,11.6999,15.5343,6.92139,-0.527009,0.985323,-1.47149,-0.347325,-0.232966,0.426889,-0.282897,0.0820362,11.8867,22.3541,5.34959,13.1304,13.9219,18.489,13.5763,16.1021
-5.7677,0.992763,0.314544,4,15,0,12.2561,-0.11826,4.60286,1.41074,-1.25032,0.479714,0.0814376,-0.87249,-1.11518,0.917578,0.680493,6.37517,-5.87332,2.0898,0.256585,-4.13421,-5.25125,4.10522,3.01395
-6.10129,0.999609,0.314544,4,15,0,10.8446,8.5425,2.44069,-0.514207,-2.43153,-0.4485,0.057878,-1.1572,0.0508296,0.773967,-0.689276,7.28748,2.6079,7.44786,8.68376,5.71814,8.66656,10.4315,6.8602
-6.20621,0.956804,0.314544,3,7,0,13.1557,10.5591,1.80887,-1.13152,0.33693,0.471642,-1.08449,-0.509029,1.2446,0.162993,-1.43515,8.51232,11.1686,11.4122,8.59738,9.63833,12.8104,10.8539,7.96309
-3.17697,0.99897,0.314544,4,15,0,8.59408,7.20151,4.76047,0.695957,-0.432299,0.561762,-0.354027,1.06496,-0.490362,1.12904,-0.0749097,10.5146,5.14356,9.87576,5.51617,12.2712,4.86716,12.5763,6.8449
-1.94046,0.989643,0.314544,3,7,0,6.15858,3.82132,14.2987,1.89939,0.55633,-0.0452493,0.140421,-0.514529,0.563247,0.575244,-0.0220572,30.9802,11.7761,3.17431,5.82916,-3.53578,11.875,12.0466,3.50593
-1.94046,0.650857,0.314544,3,7,0,11.8353,3.82132,14.2987,1.89939,0.55633,-0.0452493,0.140421,-0.514529,0.563247,0.575244,-0.0220572,30.9802,11.7761,3.17431,5.82916,-3.53578,11.875,12.0466,3.50593
-2.67211,0.801907,0.314544,3,7,0,7.77299,0.73471,8.91965,0.721206,0.112621,0.548981,-0.10715,0.155402,0.081737,1.37919,1.52888,7.16762,1.73925,5.63143,-0.221031,2.12084,1.46378,13.0366,14.3718
-8.72728,0.824064,0.314544,3,7,0,10.9914,-2.28408,27.5001,0.662118,-0.206959,0.305463,0.0498271,0.162291,0.187867,-0.0847203,2.05968,15.9242,-7.97548,6.11618,-0.913834,2.17894,2.88227,-4.6139,54.3572
-10.4747,0.35259,0.314544,2,3,0,15.8886,-2.44044,25.9684,0.0146257,-0.201211,0.274794,-0.0843476,0.122812,0.0547861,0.310961,2.46432,-2.06063,-7.66557,4.69552,-4.63081,0.748802,-1.01773,5.63474,61.5539
-10.4747,0.0313617,0.314544,1,1,0,17.1086,-2.44044,25.9684,0.0146257,-0.201211,0.274794,-0.0843476,0.122812,0.0547861,0.310961,2.46432,-2.06063,-7.66557,4.69552,-4.63081,0.748802,-1.01773,5.63474,61.5539
-10.4527,1,0.314544,3,7,0,16.4903,8.02774,0.322284,1.36279,0.585856,2.20256,1.49281,1.27468,-0.900705,1.14051,-0.523104,8.46695,8.21655,8.73759,8.50885,8.43855,7.73746,8.39531,7.85915
-8.88965,0.999749,0.314544,4,15,0,14.1826,6.14466,9.03038,-0.764659,0.693566,-0.928743,-1.45357,-0.819184,-0.838375,-1.09703,1.83414,-0.760508,12.4078,-2.24225,-6.98165,-1.25288,-1.42619,-3.76195,22.7077
-5.15022,1,0.314544,3,7,0,12.2227,1.90599,0.367709,-0.369627,0.491608,-0.141088,0.1935,-0.135,-0.960134,-0.118886,0.386525,1.77007,2.08676,1.85411,1.97714,1.85635,1.55294,1.86227,2.04812
-8.55322,0.972987,0.314544,4,15,0,11.017,11.5294,8.44683,0.0747953,1.93417,0.549716,-1.70438,-0.468107,-0.761516,-0.511653,1.09593,12.1612,27.867,16.1727,-2.86719,7.57535,5.09698,7.20753,20.7865
-8.96161,0.685932,0.314544,4,15,0,17.2951,3.324,0.0638088,-0.409388,1.10777,1.07299,1.88253,0.0576103,0.0063001,0.361342,0.493165,3.29788,3.39469,3.39247,3.44412,3.32768,3.3244,3.34706,3.35547
-10.1511,0.976474,0.314544,4,15,0,14.1831,1.03024,0.0756189,-0.0883446,1.19825,0.5092,2.06047,-0.531821,1.01019,-0.614445,0.364096,1.02356,1.12085,1.06875,1.18605,0.990029,1.10663,0.983781,1.05778
